ShotNum,ColVar,MotionMean,MotionStd,LightKey
1,4047.46618173349,0.00491744083792663,0.00800197567834589,0.015988667893667
1,3980.72329244293,0.000506106375416274,0.00147753649393224,0.01425859709296
1,3967.27278480567,0.000260572858798056,0.000539248456400165,0.0131611538507071
1,3716.40326303504,0.000528339417158142,0.00151840238241656,0.0114981768372541
1,3686.68692732733,0.000376044510343854,0.00123903116522224,0.0108881752770961
1,3440.85994418497,0.000517368285174253,0.00136524170886658,0.00953950746095683
1,3189.09642344493,0.00041608036776734,0.00119991376072858,0.00842833444470584
1,2923.06944208065,0.000331543459083592,0.00106325808584479,0.00793420082704905
1,1688.92408359645,0.000315781788386528,0.000692079390017437,0.006881057904599
1,1206.74729705945,0.000284436441114229,0.000823224330962537,0.00607370295959314
1,536.482198401396,0.000356240182347638,0.000859130678801602,0.00444274764549955
1,187.89939454301,0.000250974370789435,0.000748793040278777,0.00335460559030985
1,146.374516489623,0.000207480639397516,0.00058026823141463,0.00286673854936934
1,161.182967782403,0.000227497442223921,0.000624924732307709,0.00249113410442551
1,27.0851960530557,0.000178806237049692,0.000565165760016103,0.00183108961520091
1,3.34041733214571,0.000175762320874098,0.000613276059142645,0.00103934703234673
1,3.15129534263566,0.000118428946476836,0.000493710222099096,0.00103699403280917
1,0.86209124948785,0.00011385358229915,0.000511326218579789,0.000524165025021216
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,18.0406277647387,0.0136297024863664,0.0730890979587197,0.00335073878991021
1,19.0586515650877,0.00629957403685996,0.0408333865932351,0.00341732059139673
1,18.1338457949275,0.00698544259997437,0.0451610722425517,0.00339297723896495
1,17.9571325469374,5.81699848787032e-06,0.000253557537407652,0.00339256020807999
1,18.2886836396721,0.00586955353965393,0.0396759704263222,0.0034384395140399
1,18.1712113827506,0.00669373625303712,0.0433770813317033,0.00349436324919079
1,18.7212642257862,0.0064110091864391,0.0412424309772066,0.00346591150235966
1,18.7509693688799,0.0064647823486789,0.0418535237232438,0.00353276740879529
1,18.3216935010635,8.02828539590886e-06,0.000326105346235671,0.0035304799502601
1,19.4850609157367,0.00655458969424214,0.0417188778471446,0.00352807736215625
1,19.9569378020544,0.00621371872557986,0.03958798339842,0.00357530202540936
1,19.898300222794,0.00673373382827145,0.0418479059111003,0.00360315225490297
1,20.9318694626422,0.00623511119786097,0.0394651762611141,0.0035556040219117
1,20.7015663407655,7.39657195348728e-06,0.000851740954200038,0.00355447897425534
1,21.4947524058751,0.00683841547701745,0.0435112152675191,0.00364447439585526
1,23.3608353873241,0.00647056789898668,0.0409675186230106,0.00363785354544975
1,24.8333968873663,0.00659284045745886,0.0417720211605443,0.00369621075345242
1,24.25704179844,0.00660170693030139,0.0415101841038243,0.00367965201350063
1,24.6837982222609,1.62111227643765e-05,0.000773395932864315,0.00367960265670016
1,25.7359502347432,0.00641205037060364,0.0413350129208257,0.00374477859947022
1,23.4094577798783,0.00653659189282255,0.0412524665966683,0.00376896895401149
1,23.7514953287247,0.00664429992332216,0.0419849963731943,0.00374876052991397
1,24.5299293418721,0.00665034713605075,0.0425560992500207,0.00383773579947743
1,24.9900159035917,1.1765732492867e-05,0.00070340438966384,0.00383842777591747
1,23.3069314851709,0.00674950660965219,0.0424121580939153,0.00376146710601527
1,25.0454017019727,0.00668430905891391,0.0416077221887289,0.0038392345203946
1,26.5297784806494,0.00643369142512293,0.0397601547266293,0.00387701246981192
1,25.5616508867719,0.00680010491433745,0.0418915192518579,0.00387638398296368
1,25.6531687364858,8.38464395605326e-06,0.000427316304261733,0.00387559066949599
1,26.6870488675773,0.00646938627353346,0.0398938520249435,0.00392647332924459
1,31.3422435737153,0.00655603315575864,0.0415607958337341,0.00391907130620123
1,30.2436200558432,0.00666260862100105,0.0419677896035259,0.00399968366053352
1,28.7483609124234,0.00696052261799107,0.0422092245216466,0.0039825754152062
1,28.7576433399437,3.16904077295301e-05,0.00121642105035834,0.00398043225555297
1,30.6014208559779,0.00674475127503494,0.0412861829734895,0.00405393419346023
1,30.8637048802417,0.00668404313618399,0.041400557945738,0.00405944472199883
