ShotNum,ColVar,MotionMean,MotionStd,LightKey
1,0.536247554589659,0.000366775008420399,0.000913340070519076,0.00155501757368767
1,0.52617761461322,0.000222787367169767,0.000705383022538421,0.00156758796923423
1,0.000586802053450291,5.74066614456137e-05,0.000386749502394408,3.48624101875427e-05
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,440625.425090939,0.0343201577579723,0.0563162442778827,0.0779292344097379
1,432587.678813074,0.00191300949273751,0.00924551992701458,0.0778378545827384
1,433311.278626278,0.00197702175903057,0.00920037636394563,0.0777442045535568
1,433207.462727289,3.60140329389345e-06,4.79617947831176e-05,0.0777395658389759
1,418656.739843358,0.00208169564344599,0.00902181471049085,0.077279225893605
1,411697.091526381,0.00232307559319371,0.00960353875015955,0.0766826540408725
1,407490.575229538,0.00291319933131084,0.011646898288081,0.0760521161080148
1,395970.043551606,0.00317188070457624,0.0125566893794875,0.0753792243884452
1,395806.77779992,6.37667232790702e-06,7.77012636594807e-05,0.0753900642963223
1,371189.865466309,0.00319664902822449,0.0123260814826904,0.0749690720491481
1,373566.78788011,0.00321401260731257,0.0127609995605862,0.0748115587364598
1,372336.249193511,0.00313311876189371,0.0126287963739975,0.0746817146742198
1,377098.705588409,0.00308672084458271,0.0126861646863318,0.0745471586936169
1,377025.282127323,1.85254650093757e-06,2.70854370724568e-05,0.0745462658909101
1,379365.282138912,0.00302813848571658,0.0125200464339077,0.0744738776937618
1,377727.71554569,0.00303132809349069,0.0124694269722619,0.0742934050519925
1,379450.498308854,0.0031256449406311,0.0125272401160144,0.0742725474989035
1,381699.033546107,0.00302436787936613,0.0122411715985871,0.0742219795354047
1,381144.090519934,4.64664601688011e-06,5.35052115618236e-05,0.0742233296611667
1,378637.161706934,0.00290937054981616,0.0116788710503929,0.0740767633499218
1,376738.332091252,0.00298155216874134,0.0119111625017521,0.0740024480443189
1,380057.442895267,0.00297287898121255,0.0122729187017132,0.0739500114444261
1,373247.814173451,0.00301200210176146,0.0124545580711815,0.0736551010634285
1,372347.914286205,6.5673845242597e-06,5.93181117539424e-05,0.0736518319457082
1,377333.33042336,0.00289147779900389,0.0121562903042082,0.0734185010106306
1,375114.795415639,0.00305965969767324,0.012828046362222,0.0731391126461165
1,369146.153651319,0.00317507250249839,0.0131357367355944,0.072753537630086
2,322898.637953537,0.00841667228726892,0.0208461102576538,0.117457469149189
2,323091.698467305,1.09576156492724e-06,2.18913299212732e-05,0.117458965335018
2,322738.135408801,0.00289147326421537,0.0113146947683791,0.116603263909187
2,324786.47916341,0.00294382762889422,0.0114911238495823,0.115938697906049
2,319621.384290979,0.00303500975584325,0.0118915181988226,0.114813752170101
2,320034.952440147,0.0030601450212848,0.0120139542231329,0.113685306035122
2,319811.950392488,5.81191196270428e-06,7.51843887593577e-05,0.113683956365512
2,324350.119303005,0.00290046316551745,0.0114596602586352,0.11284888483307
2,320545.036114009,0.00279492045635984,0.0110851334665713,0.111963858397498
2,314913.278490398,0.00276141329616893,0.011224980582122,0.11114930053462
2,320651.222271995,0.00246262656043888,0.0102441354341944,0.11071743063609
2,320247.429613613,4.6196190032517e-06,6.95285764854015e-05,0.110711219888229
2,319169.770038968,0.00246768140503322,0.0101978591402458,0.110115443645446
2,316984.579584716,0.00264013412605231,0.0108208709208877,0.109589697039545
2,321882.782692419,0.00247242948182559,0.0102445882596293,0.109020379809108
2,322429.948469027,0.00232291706508367,0.00971510277053237,0.108107835427416
2,321876.538969032,6.07084895928136e-06,7.97361228695754e-05,0.108094805929688
2,314149.575175963,0.00208565527454845,0.00871790432579455,0.10733843223978
2,316213.262760953,0.001602693760646,0.00685174971763315,0.106885983957473
2,314608.197645175,0.00163472683558818,0.00720734532461022,0.106486780745778
